texto,rotulo
"Para um bar considerado típico de tapas, onde estão no cardápio as tapas espanholas?? Sem variedade e porções muito pequenas. Tapa que é tapa é extremamente bem servida!",-1
"Ambiente bastante agradável, atendimento atencioso e comida gostosa por um preço que não foge do padrão daqueles de preço médio.",1
"Peça a lula, tapas é uma sangria deliciosa! Vale a pena conferir, ambiente super agradável.",1
"Comidas otimas! Ambiente muito gostoso, e precos bem justos!! Mto bom! Indico demais",1
Um típico bar de tapas. Sangria é muito boa e os drinks são ótimos. A paella é uma delicia.,1
"Vá de sangria e tapas, não tem como errar. Tente pegar a mesa no terraço da frente.",1
"Muito bom atendimento. Gnocchi Serrano é excepcional. Bacalhau, memorável",1
"Sente no terraço da frente, tome uma sangria e seja feliz",1
O drink La Mula é uma das coisas mais incríveis que já tomei.,1
Tortilla estava gostosa mas não gostamos da sangria e nem das outras entradas que pedimos...,-1
"atendimento excelente, comida deliciosa!!",1
Excelente. Pra voltar mais vezes.,1
"Paelha salgada sem açafrão, muito pobre! não aconselho!",-1
Melhor nhoque que comi na minha vida,1
"Tapas de jamon gostosos, porém caro para ser tapas.",0
"Sangria, paella e atendimento <3",1
Gostei da sangria.,1
"La Mula, Clementina, Tábua de frios espanhóis",0
Sangria de espumante divina!,1
Comemos um ceviche 3 ajíes + salmón e gostamos muito.  É bem apimentado!  Pisco Sour muito bom. Lomo saltado e tallarin de lomo são muito bons. Pancakes rellenas de sobremesa!  Vale muito a pena!,1
O menu degustação no jantar é  maravilhoso! É  uma ótima maneira de provar quase todos os pratos do cardápio. Tudo delicioso! O atendimento foi excelente e o ambiente super tranquilo e aconchegante!,1
"Achamos tudo ótimo! Muita personalidade e excelente sabor nos pratos. A Chicha Morada e o Pisco Sour são ótimos! Para fechar com chave de ouro um ""must"" é o Pecado de Chirimoya! Inigualável!",1
"Comida deliciosa e atendimento atencioso. Só não é barato. E o que dizer do Pisco, essa bebida que mal conheço e já considero pacas?! Mesmo no dia dos namorados, com a casa cheia, adoramos.",1
"Pisco Sour simplemente sensacional,  polvo crocante de entrada... uma inesperada surpresa que imediatamente levou a minha avaliação do restaurante a um dos top da lista... sabor 100% peruano",1
"Fui em um dia durante a semana, provei o almoço executivo que é um menu degustação, a comida é excelente, inclusive o coração de boi, mas o atendimento é sofrido, péssimo.",-1
"Melhor ceviche que já comi em SP. Para beber, recomendo a Chicha Morada, drink a base de suco de milho roxo, pisco e especiarias. Absolutamente deliciosa e refrescante! O atendimento é excelente.",1
"Eu que nunca havia experimentado comida peruada, gostei muito do cardápio, o atendimento foi sensacional, tanto em termos de simpatia quanto velocidade. Recomendo facilmente e voltarei em breve!",1
"O ambiente é intimista, delicado e agradável. Sabores da Cordilheira dos Andes chegam aos pratos. Quem responde pela cozinha é o chef peruano Kenji Shiroma.",1
"Apesar de não ter um custo benefício bom, o festival de ceviches estava gostoso. Já os pratos do cardápio não correspondem à descrição e as fotos são 100% ilustrativas. O atendimento é bom e lento.",-1
"Atendimento pouco simpático, ceviche ok, nada espetacular. Gostei mesmo do acompanhamento- batata doce cozida com laranja e canela, uma delícia!",1
"Comida andina no seu melhor ! Não perca o ceviche, o Pisco Sauer e suas  variações e a panqueca de maca com doce de leite ! Tem um coquetel sem álcool, feito com frutas típicas da região, excelente !!",1
"Ótima comida peruana - tão boa quanto a que se come nos bons restaurantes de Lima, porém em porções muito reduzidas. Para se sair satisfeito é preciso pedir vários pratos e a conta sai bem alta.",-1
"Para quem não conhece a culinária peruana, a dica são os Paseos: menu degustação! Experimente um pouco de cada e ao final, repita o que mais gostou! Ótimo custo-benefício.",1
Super restaurante legal em Perdizes. Donos simpáticos. Comida andina original. Tiradito de pulpo é incrivelmente gostoso. Ceviche impecável. Pratos criativos sem invecionices bizarras. Recomendo.,1
Uma boa opção para comer um Ceviche de qualidade em Sp!! Recomendo de entrada uns bolinhos de batata com camarão empanado e o Ceviche tradicional!,1
"ceviche tradicional maravilhoso, salmao curado maravilhoso, mini causas de camarones incriveis, atendimento rapido e simpatico. preços acessiveis. :) amei.",1
"Não é um lugar pra se impressionar, mas um bom lugar para comer num dia de semana. Os preços são ""ok"", mas podiam ser mais baratos pela apresentação mais ou menos dos pratos.",-1
"Ceviches, tiraditos e souers interessantes, mas os pratos principais deixaram um pouco a desejar, sobretudo por se tratar de um restaurante ex #1 da modalidade pela Veja SP.",-1
o ceviche del pacífico (lagosta e peixe branco) e o cabrito a la norteña (assado lentamente na cerveja com pimenta aji panca na companhia de arroz cremoso).  $$,0
"Destaques, porém, para o cocasouer e o chichasouer, feitos à base de licor de coca e chicha morada. Deliciosos!!!",1
"Chicha morada boa (nao tanto quanto a peruana, mas dá pra matar as saudades), lomo saltado incrivel e a sobremesa pecado de chirimoya sublime!",1
"Não perca seu tempo, nem dinheiro e vá para o La Mar. Não se engane pelo preço do cardápio, as porções são minusculas, os peixes somem nos ceviches e o sabor dos pratos é ok, não delicioso.",-1
"Amei o lomo saltado, a chicha morada e panqueca rellena (de maça com doce de leite e sorvete), ambiente super agradável e atendimento nota 10!",1
"O festival de ceviches deixa muito a desejar. Fujam dessa opção, a não ser que você goste de amostras e acabou de fazer a cirurgia de estômago. Decepcionado.",-1
"Jantar horrível. Ceviche de viera sem viera e com molho de tomate incomível. Obviamente quem cozinha não é peruano, nada típico. Compensa mais ir para La Mar que é muito melhor e do mesmo valor",-1
"Festival de ceviche ou nouvelle cuisine? Porção pequena e em que as três versões de ceviche parecem todas iguais, nada do usual sabor e textura que a cozinha peruana possui. Decepcionante.",-1
"Perfeito! Ceviche impecável, atendimento cordial e entradas espetaculares. Além disso, os pedidos são atendidos rapidamente. Recomendo muito!",1
Recomendo demais tudo. Ceviches incríveis. Mas nao coma muito. Deixe espaço para a sobremesa... Panqueca de maçã... Vale demais a pena...,1
Preço justo e ingredientes de qualidade. Relativamente rápido,1
"Peça a batata ao murro, uma delícia. Carnes ótimas, ótimo atendimento.",1
Média de uns R$ 60 por prato - corte de carne mais dois acompanhamentos. Peça o arroz biro biro. A polenta e o pure são bem bons.,1
"Caro demais pelo que oferece,  há opções melhores na região",-1
Todas as carnes são excelentes!! As minhas preferidas são o assado de tira e a fraldinha.,1
Bife Ancho é animal! Ótimo atendimento,1
Bife de chorizo sensacional!,1
"Ojo excelente e no ponto ideal. Batata ao murro tb muito boa. Deveria ter mais opção de cerveja, pois a long neck só tem stella.",1
Ojo del bife...fantástico !!!,1
Preço é salgado mas o cardápio é farto de deliciosas carnes,1
"Cortes argentinos e preço justo. O petit gateau estava com o bolinho frio , mas o resto estava ótimo.",1
"Excelente! Ojo de bife ao ponto é sensacional. Venha sem pressa, pois demora bastante, mas compensa.",1
O bife de Chorizo é espetacular,1
"Os atendentes são bem atenciosos e o ambiente super tranquilo, com várias referências a Austrália.Apesar disso,não venha com grandes expectativas pois a batata e a cebola não chegam aos pés do Outback",-1
"As pessoas levam o Outback muito a serio. As costelas sao tão boas quanto, e o rodízio é incrível - pelo mesmo preço do restaurante concorrente. Melhor parte? Não tem a fila de três horas.",1
"Comida australiana - o atendimento deixa muito a desejar, mas para quem não quer esperar 2horas de fila no concorrente vale a pena. Opte pelo rodízio vem muita comida, não é caro e é muito bom !!!!!!",1
"Ambiente agradável e comida saborosa. Da água na boca só de lembrar!!! Peça ""Adelaide Rib"" com Muuuuuuuuito TABASCO® brand Green Pepper Sauce o gosto fica impressionante --->>>> S2 www.tudocomtabasco.",1
"Estava acompanhado (eu+1), chegamos por volta das 20h e a casa estava vazia. Fomos prontamente atendidos ao chegar, escolhemos os sofás e a partir dali, optamos pelo combo. Comida e atendimento bons.",1
"lugar nao eh tao ruim como dizem varios coments aqui. costela sem ser combo vem bastante. atendimento nada top mas ta bom. custo x ben razoavel. pode vir se vc quiser variar. refil refri d maq 11,90",1
"Gostei do jantar. Frango empanado delicioso, cebola menos oleosa que a do OutBack, uma bola de sorvete inclusa no rodízio, embora seja muito simples... Achei caro pelo que oferece.",-1
"Comida estilo Outback, mas em sistema de rodízio. Tudo delicioso, atendimento muito bom, porções grandes. Preço un pouco alto, mas vale o que se paga.",1
"Exelente atendimento, lanches ótimos (recomendo o burger hero), demora um pouco para o pedido ser feito mas vale a pena, preço um pouco salgado, mas acessível, ótimo.",1
"Boanoite, estoudecepcionado com a atual condição do restaurante,era umforte concorrente ao Outback.Porções ridículas, se eu fosse o gerenteteria vergonha de chamar de porção, cebolas cruas e malfritas",-1
"O atend foi ruim. o sorvete veio com uma BARATA. O gerente veio falar que foi por causa da detetizaçao, ou seja detetizam com o freezer aberto e a comida exposta. Ficou irritado pq não queríamos pagar",-1
Não se compara ao Outback. Atendimento anos luz atrás e alguns itens deixa a desejar: batata frita fria mas a costela suína compensa! Valor compatível com Outback.,-1
"Foi um prazer outback. Agora achei um restaurante com a minha cara, preço justo, sem filas intermináveis e comida deliciosa. Recomendo",1
"É uma cópia bem furada do Outback. O lugar é até que agradável, mas a comida não chega aos pés do famoso restaurante Australiano. Sem contar os valores que são caros.",-1
Só peca no atendimento. Pedir refil na bebida é pedir pra ficar nervoso. Leva pelo menos uns 15 minutos até algum garçom se tocar que você tá chamando. Garçons passam reto e nem olham pra mesa.,-1
"Melhor costela australiana! Rodízio de costela imperdível e, se aguentar (rs) experimente o churros com sorvete: divino!",1
"Ja foi melhor....antes o Joey trabalhava com rodizio, agora substituiram o rodizio por um combo de dar vergonha que combram R$42. Vale mais a pena ir no Outback.",-1
O rodízio vale a pena! Somente o rodízio mesmo... Pedi uma carne q veio com um pouquinho de arroz mais uma porção de onion rings e passei fome...,-1
"Comida mto gostosa, atendimento mto bom... Preco salgado mas vale a pena... Procurar o Garçom Danilo, mto simpático, atencioso e traz comida rapido... :)",1
"Imitação do Don Miguel (tem o mesmo esquema de rodízio) com o cardápio do Outback. No começo achei a comida um pouco sem gosto, mas depois vai melhorando (?).",-1
"Vale a pena pedir rodízio e o refri com refil. A costela de porco, batata recheada e fritas com queijo e bacon são excelentes!",1
"Pedimos o combo que eh bem pequeno, as fritas vieram frias.. O risoto de funghi nao eh bom. A costela eh boa mas o valor nao compensa. Va ao Outback.",-1
"Pessimo restaurante, comida fria, mal preparada, batata veio mucha, porcao de legumes uma piada, risoto entregue em cumbuca de feijao, arroz amarelo passado, onion ring com muito oleo, atendimento pes",-1
"Va com tempo, demora para sentar, o pedido. No geral o ambiente é legal, a proposta é boa mas o lanche pelo menos, sem gosto.... Ja não posso dizer sobre as carnes!",0
"Dificuldade de estacionamento torna a visita um pouco desgostosa, mas o lugar é excelente, mesmo com preços meio caros.",1
"Espaço kids é uma piada, um brinquedo caindo aos pedaços no mezanino. Garçons ignoram você pra economizar refil. Comida chega fria, o combo não vale a pena. Não recomendo.",-1
"A comida é muito gostosa, mas não se compara ao Outback. Não tem opção de refil de chá e o ambiente é meio brega...",-1
O site diz que abre ao meio dia. Nao é verdade. Meio vazio. Funcionarios e atmosfera de desanimo.... Carne aceitavel. Coatelinha boa mas meio fria. Decepcionou.,-1
Não vá na expectativa de um Outback porque não é NADA parecido. Mas a comida é muito boa. Recomendo as tostadas.,1
Nao deixem de experimentar a costela suina com risoto de parmesao. Espetacular.,1
"Uma boa sugestão é Gnocchi de Mandioquinha com Ragu de Mignon, Funghi Secchi, Cogumelos Mistos Trufados e Tomate Seco.",1
Coração. De mignon. ... Delicioso. ..,1
"Coelho assado com tagliolini imperdivel! Grande chef Rodrigo Velloso de Barros, sempre muito cordial e competente!",1
Nhoque de mandioquinha é incrível!!!!!!,1
"Lugar agradável e bom atendimento .Agnelotte de ricota com espinafre e porpetone, muito bom.  Costela suina com risoto, sensacional.  Recomendo.",1
"Gnocchi de mandioquinha com camarão, shitake grelhado, tomate cereja e compota de limão siciliano é sensacional! É um prato para quem gosta de apreciar cada combinação dos sabores que o compõem.",1
Gnocchi de mandioquinha ao ragú de mignon e mix de cogumelos divino! Harmonizado com Montes Reserva 2011!,1
Coelho assado com tagliolini na sálvia recomendadíssimo!,1
Hum! O couvert já é divino! As massas sempre deliciosas. Menu executivo com tantas opções que é até difícil escolher. Sobremesa: torta de limão.,1
"Ah, dá pra fazer reserva pelo Grubster e garantir 30% de desconto ;-).",1
Capricho em todos os pratos e excelente atendimento. Aos finais de semana se não quiser ficar 40 min na fila chegue antes das 12:30!,1
Experimente o ravioli de brie com figo. Muito bom!,1
Nhoque de batata com gorgonzola e mouse de chocolate! Muito bom!,1
"Excelente comida, apresentação dos pratos muito cuidadosa, bom atendimento, e preço justo!",1
Uma verdadeira cozinha do chef,1
excelente restaurante fora do circuito tradicional! Atendimento 10 e o dono e tambem chef estava no local preparando os pratos!,1
"Ambiente muito aconchegante,atendimento ótimo. Minha dica de prato é o Nhoc de mandioquinha com ragu de mignon maravilhoso.😋",1
Maraví! O coração de filé e o fettuccine com Fraldinha são deliciosos.,1
Nhoque de mandioquinha ao ragu de mignom é excelente!!!,1
Excelente apresentação e sabor dos pratos. Risotos bem elaborados. Ambiente simples e agradável. Volto para comer as massas.,1
O almoço executivo é sempre uma ótima opção! Ambiente super agradável! Adoro e volto sempre!,1
"Rigatonni a la amatricciana delicioso!! Apimentado, mas delicioso!!!",1
Risoto de cogumelos é divino!,1
Realmente pratos maravilhosos,1
O file de cordeiro com risoto de alho negro e o melhor ptato.,1
Gnocci de mandioquinha com ragu de mignon e cogumelos Simplesmente divino!,1
O almoço executivo vale muito a pena. Recomendo a costela com risoto.,1
Ótimos pães de entrada. Segue as recomendações da costelinha com risoto de parmesão e não me arrependi.,1
Simplesmente maravilhoso!!!fettuccine com fraldinha divino!,1
"Tudo muito caprichado, peixe sempre fresco. Além dos combinados, o teppan yaki de salmão é incrível. No almoço executivo o teishoko umê vem com tempurá e anchova grelhada e é um bom custo benefício.",1
"Um dos melhores restaurantes de SP, peixes frescos, ótimo atendimento, comida mto bem preparada. Se for sozinho e tiver curiosidade sobre a culinária japonesa, sente no balcão e converse c/ sushi man",1
"Atendimento rápido, atencioso. Comida incrível, variada, fresca, bem preparada. Normalmente não peço yakissoba no rodízio, mas o de frutos do mar deles vale a pena! Tempura de camarão 10...impecável!",1
"Comida sempre fresca e bom atendimento! A melhor pedida é sentar no balcão e escolher uma das opções do ""festival""! Não deixe de provar o temaki de peixe prego com pimenta!",1
"Teishoku Umê muito bom e super bem servido, o melhor CustoxBeneficio do cardápio executivo. Rodizio só é servido no balcão. Ainda assim, o preço é um pouco alto, mas justo.",1
Pra mim o melhor japa de SP! Enorme variedade de peixes fugindo do tradicional salmão + prego. Temaki grandão! Não deixe de provar o festival na hora do almoço.,1
Ótimo atendimento e pratos deliciosos. Não é à toa que sempre está entre os cinco melhores de SP eleito pelas maiores revistas do Brasil. Vida longa ao Marcelo e querida equipe.,1
"Tem rodízio em uma segunda feira e a comida é maravilhosa,  os peixes frescos, guioza de salmão delicioso. O preço é salgado, mas é o melhor de São Paulo",1
"Definitivamente o melhor restaurante japonês da região. Peixes frescos, temakis enormes e no almoço um rodizio diferenciado. O atendimento também é um diferencial positivo.",1
Um Japonês de qualidade. Teishoku acertado e ótima qualidade do Gohan (arroz). Só o misoshiru ficou devendo um pouco. Rating: 4/5! Confira mais reviews de japas em SP por Tom N.,1
"Já foi bom.Em um sábado com movimento,além de faltar pratos,o corte do sashimi é péssimo, temaki que parece uma pamonha e por aí vai.Pelo preço, eles têm obrigação de serem sempre impecáveis.Uma pena.",-1
"O rodízio é bom. Os sushiman são cuidadosos e bem ""artesanais"". Então, caso o lugar esteja lotado, você vai demorar pra receber o pedido. E, se quiser repetir, prepare-se para esperar.",-1
Venha sem medo de ser feliz.. A dica eh sentar no balcao e ver os barquinhos passarem.. Um lugar para vir ate sozinho ja que os sushimans sao bons de papo e de faca!,1
"Muito bom. Vale a pena sentar no balcão e pedir o festival, com 10 pratinhos à sua escolha e porções de guioza e shimeji.",1
"Já foi meu lugar predileto para um bom sukiyaki depois de um dia puxado. Hoje tudo vem salgado demais, sem capricho e o atendimento decadente. Triste, mas não volto e também não recomendo.",-1
"Melhor restaurante japonês de São Paulo, voltado os conhecidos do assunto. Peixes frescos, sushis preparados na hora, temaki com nori sempre crocante.",1
"É tudo o que dizem: peixes frescos e muito bem cortados. Se pedir rodízio, peça a anchova negra. é espetacular.",1
"Ótimo atendimento, o sukiyaki e o yakissoba são deliciosos. O teishoku umê é muito bom. É um dos restaurantes preferidos.",1
"Um dos melhores japas da cidade. Pequeno, simpático e com peixes sempre muito frescos. Sente no balcão e fique de papo com o dono.",1
Comida de excelente qualidade e sabor tradicional. É o meu restaurante japonês preferido em São Paulo.,1
"Execelemte, bom e barato, me indicaram hj e como estava passando por aqui resolvi conferir , muito delicado, estou feliz por ter este momento.",1
"Além dos ótimos pratos, o temaki se destaca pela extrema qualidade do salmão e do preparo. Gosto também do atendimento, sempre cordial!",1
O atendimento é ágil e gentil. O sashimi de prego é o melhor. Temakis muito bem feitos e caprichados. O restaurante é bom!,1
"Teishoku Umê é gostoso e muito farto. Nem precisa pedir entradinhas... isto é, se vc conseguir resistir a cogumelos e gyozas (eu não consigo).",1
Temaki muito bem preparado e combinados muito bem preparados. Atençao pro niguiri que vem com mais salmao que arroz! Recomendo!,1
"Uma bela opção em pinheiros, com ótimos preços sem apelar para rodízio e te encher de arroz.. Peixes muito frescos e saborosos... Imbatível no almoço",1
"Um dos melhores japoneses de Sampa. Peixe sempre bom. Custo beneficio excelente. Se gosta de guioza, o daqui é muito bom.",1
"Melhor japa de São Paulo. Não tem mais ou menos, td é absolutamente bem feito e delicioso. No friozinho, saia dos sushis e tente um Sukiyaki",1
"Não curti. Tem uma crise de identidade incômoda: não sabe se é tradicional ou moderno. Comida OK, mas os pratos quentes estavam salgados demais. Atendimento distante, displicente. Preços altos.",-1
"Dá pra montar seu próprio prato com uma especialidade e dois acompanhamentos a partir de R$21,90! Kibe cru fresquinho e coalhada delícia! Belo custo x benefício pra região.",1
Excelente custo/beneficio para fast food. Vá de combinado prato quente (varias opções)+ salada espaço árabe q é minha favorita!,1
"Pior kibe cru que comi até hoje! Único sabor que tinha era de carne crua! Péssimo, nao recomendo esse prato a ninguém! Espero nao passar mal apenas...",-1
"Comida horrível e cara pela kafta de carne de 3a, arroz requentado e hommus congelado. Não recomendo!",-1
Tudo tem gosto de nada. Se eu fosse um terrorista árabe viria numa próxima oportunidade com um colete bomba e mandaria tudo pelos ares,-1
Fast-food nem tão fast nem tão food. Comparando com o Almanara... Melhor nem comparar...,-1
Recomendo o Kibe assado com salada espaço arabe e batata rustica,1
Recomendadissimo. Comida de qualidade e opções com ótimo preço!,1
Achei caro para o que veio. O kibe assado era sem sabor e o charutinho de uva tinha gosto de feno :(,-1
Otimo atendimento! Arroz meio sem sal. Mas o kibe assado tava bom!!!,0
Muito bom custo beneficio e boa opção para quem é vegetariano,1
Se vc quer algo pior e (bem) mais caro que Habibs.. seja bem vindo :),-1
Agora com talheres de plástico! perderam pontos...,-1
Comida sem gosto e o kebab não é bom!,-1
Se pedir kibe... coma rápido senão esfiha.,-1
"Wrap deixou a desejar, pouco recheio...",-1
"Feijoada sem igual! E as sobremesas são uma gostosura! Coisa boa sentar no Seo Gomes, pedir um chope e se deliciar com a feijoada e seus acompanhamentos do buffet! Vontade de ir toda quarta e sábado!",1
A porção de bolinho de bacalhau é sensacional!!! Na medida certa e com gostinho de quero mais. O chopp sempre bem gelado e a porção de polenta com parmesão é uma grata surpresa.,1
"Recomendo, para o almoço, filé de pescado com molho de camarões, arroz e purê de batatas. Delicioso, camarões parrudos e bem servidos, tempero sensacional. Peça também uma Serra Malte... a melhor.",1
"Chopp bem tirado e ótimo bolinho de bacalhau. A tal polenta do rei é boa, mas não justifica tantos elogios assim. O atendimento peca um pouco com os garçons olhando para o outro lado. Voltarei.",1
Excelente lugar!!! Super agradável. O Buffet é muito bom. Happy hour aqui é super recomendado! Peça um champagne em uma quinta-feira qualquer. Sua vida agradece! Juro..,1
"Descubra o Seo Gomes em um happy hour. Bolinho de bacalhau, batatas rústicas e um choppinho gelado. Os lanches são ótimos. Se quiser um doce, experimente a Ilha de Vera Cruz.",1
"Feijoada caprichada ... ótimo sabor e recheada de outros pratos !!! ótimo estabelecimento, tipo boteco, com certeza deve descer um ótimo chopp aos fins de noite !!! vale a pena conferir",1
"a feijuca aos sábados é uma excelente pedida. por 39,90 você tem direito à feijoada (buffet), 1 chopp claro, 1 capirinha e ao buffet de sobremesa. muito bom!",1
Chope Brahma tradicionalmente bem tirado e gelado. Algumas vezes o colarinho é mais de 50% do copo. Filé com queijo gorgonzola é normalzao. Música ao vivo é boa.,1
Achei a feijoada muito fraquinha. Tinham poucas opções e o sabor nada de excepcional. O chopp Brahma estava bem tirado. Não acho que valha o custo benefício. Os garçons são bem atenciosos.,-1
"Espetada Portuguesa é o que há! Mas cuidado com os garçons treinados para fazer de seu Happy Hour um rodízio de choop sem limites, mas com a conta salgada!",-1
"Polenta do Rei e Croquete de Picanha Argentina. Essa dupla, um bom Chopp e uma boa companhia fazem deste um dos melhores bares de SP.",1
"Seo Gomes agora tem cartão fidelidade digital: o Guidu Card! É gratuito,basta baixar na Apple Store (http://migre.me/c7bSO) ou no Google Play (http://migre.me/c7bP6)! Junte pontos e ganhe benefícios!",0
"Um dos melhores buffets da Vila Olímpia. A decoração do bar /restaurante, com motivos portugueses, ficou ótima. A feijoada de sábado é espetacular.",1
"Som no Happy hour com qualidade. Comida boa, preco justo. Polenta do Rei, croquete de carne seca e tudo que tem aqui êh bom!",1
"Cupcake de polenta!!!! O nome do prato é outro que não lembro, mas é demais! Ache a polenta com cream cheese e se apaixone!!!",1
"O buffet do almoço é realmente muito bom, mas não vale R$37,90 por pessoa! nas redondezas existem lugares melhores e pela metade do preço!",-1
O buffet de feijoada aos sábados é ótimo! Chopp e caipirinha inclusos. Também difícil resistir às sobremesas.,1
A comida é maravilhosa e bem variada. O buffet de sobremesas raramente decepciona. Atendimento bacana e preço honesto.,1
A polenta é uma delicia e o chopp é sempre gelado. Mas sabe o que eu mais gosto? O atendimento aqui é de primeira qualidade!!!,1
Peçam a porção de linguiça. De quarta e quinta tem música ao vivo e o ambiente futebolístico é aconchegante,1
"O chope é muito bom e a Polenta do Rei tb. Apesar de ser na V. Olímpia, vale a visita, de sábado, pq tem mesa.",1
Um dos melhores chopps de São Paulo e comida de boteco perfeitas,1
Um dos melhores escondidinhos de São Paulo! Vale muito a pena!,1
Barzinho onde predominam playboys... O chopp é pequeno mas bem tirado. Comi uma calabresa de que não gostei.,-1
"Atendimento péssimo, preço absurdo, não tem cerveja de garrafa. Uma porção de filé que custa 50,00 e não serve 2 pessoas. NÃO RECOMENDO!",-1
Buffet excelente. Pratos bem variados e alguns não convencionais como croquete de pernil.,1
Buffet muito bom na hora do almoço. O bolinho de arroz italiano e espetacular!,1
O buffet não vale o preço... A comida é boa mas nada de espetacular... Talvez eu volte para um HH mas não para o almoço...,-1
"Porções deliciosas, principalmente o bolinho de arroz com queijo, e lanches fenomenais, principalmente o Santo Antão! Cervejas artesanais com bom preço e ambiente aconchegante e com ar de Jardim.",1
"Ambiente lindo, um verdadeiro jardim, sem excessos. Comida de primeira (acredite) e artesanal (não é fast food). Cervejas acessíveis e artesanais. Tem promoções interessantes.",1
"lugar simpático, com cervejas artesanais e bons chopps. comidinhas ok, mas não ótimas. as plantas em voltam criam um ambiente agradável. bom atendimento.",1
Bolinho de espinafre e alcatra (iscas a São Miguel) + cervejas especiais = noite maravilhosa. Lugar simples e muito agradável.,1
"Lugar aconchegante,  com ervinhas ao redor, música ambiente, variedades de cervejas artesanais e não deixe de pedir o lanche de costela com brie",1
"Petiscos gostosos, atendimento ok e cervejas muito boas. Sempre tem alguma em promoção. Muito agradável!",1
Lugar acolhedor e aconchegante ao redor de ervas e temperos que você pode comprar e levar para casa. Bistrô sinestésico! Amei,1
Melhor pedida para a madrugada: horário de funcionamento SEX e SÁB até as 4h da manhã e de DOM das 11h às 23h,1
Cervejas e chopps importados podem ser degustados num ambiente tranquilo e aconchegante no centro da Vila Madalena.,1
"Cervejas legais, hambúrgueres maravilhosos, ótimo atendimento e ambiente fantástico.  Sim, estou apaixonada <3",1
"Bolinho de arroz é top, molhadinho! O lugar é muito agradável, o atendimento também!",1
"Comida, bebida, atendimento... Tudo bom! Principalmente o ambiente <3",1
O atendimento é precário. Tem uma moça que come catota de nariz e faz drinks sem lavar as mãos.,-1
A comida demora mas é uma delícia. Vá sem pressa ,1
Qq doce cale a pena! Desde que sejam as porções pequenas...,1
"Péssimo atendimento. Fiquei 10 minutos esperando alguém vir atender, não veio. Pedi no balcão. Depois pedi o cardápio, tbm não trouxeram e a dona, sentada, batendo papo. Não precisa do meu dinheiro.",-1
Fechado aos sábados! Pena!,-1
"Pessoa que pede cafe para comer o doce, nao merece tomar o café",0
Muito bom o café mais o atendimento é bem ruinzinho :( uma pena ...,-1
2 ou 4 Empadas Empada Brasil - 6 Lojas: 2 ou 4 Empadas de Qualquer Sabor,0
O atendimento demorou tanto que desisti de comer...,-1
Atendimento é um lixo!!,-1
Tem WiFi a senha é 1020304050,0
"De Pub, só tem o nome. Falta muuuuuito lugar pra sentar. O mais bizarro é a música, já que no intervalo das bandas toca eletrônica.",-1
Muito pequeno e lotado!!! A senha do Wifi é 1020304050 ,-1
"A balada é boa, mas o atendimento dos garçons no final da noite é o pior de São Paulo.",-1
"Pior “Pub” que já fui, banda que estava tocando era bem regular e tocaram até BackStreet Boys ... Decepcionado!",-1
Reserve mesa no sports bar se você vai comemorar aniversário. Eles conseguem isolamento acústico razoável e quem fica na mesa pra conversar mesmo quando a banda toca.,0
Sempre que vier reserve uma mesa. O lugar é pequeno e sempre com vários aniversários,0
Prefira o bar dos fundos! Mais vazio e com a mesma variedade de cervejas.,0
"Caríssimo para entrar, muito cheio e com bebidas muito caras. A comida é boa e o atendimento também.",-1
"Basicamente, todos os molhos, você sente gosto de coentro e isso, incomoda um pouco o paladar. Acabam por exagerar, no feijão que vem com os nachos. O Si Señor tem uma qualidade nos combos e sabor.",-1
"Comida caseira! Sempre muito boa! Nada congelado, tudo feito na hora! Gosto muito! Apenas uma reclamação, tem pouco garçon e por isso o atendimento é demorado na hora do almoço! Na janta tem mais!",1
"Típico mexicano, a comida é uma delicia é tem música ao vivo, geralmente musicas mexicanas... Ambiente alegre é muito agradável. Chegue cedo pois enche logo...",1
"Não vá esperando um tex-mex, é mexicano mesmo. Os nachos são simples, com pasta de feijão. Os tacos são basicamente carne com guacamole  por cima. Tudo sem pimenta. Gostoso, mas não impressionou.",-1
"mexicano mais gostoso que eu fui aqui em sp, a decoração é bem legal também, mas se estiver cheio você precisa fazer movimentos bruscos com as mãos para ser atendido :|",-1
"Comida mexicana bem servida e temperada por um preço justo, porém o atendimento deixa muito a desejar e um ar condicionado seria muito bem vindo",-1
"Flautitas é furada. Fajitas é muito bom. Fora que é sempre legal um restaurante mexicano com uma cara mais próxima de méxico do que o resto dos mexicanos de sp, que têm cheiro de shopping.",1
"Frequento há 4 anos e vejo que o cardápio mudou, o preço aumentou e o burrito é só feijão com fiapos de carne. Qualidade só caindo. Praticamente jantamos feijão com nachos! 😟",-1
Pedi para um garçom matar uma barata enorme q andava pelo chão. Ele não matou se justificando que não podia pois a minha mesa não era dele e ele estava ocupado c outros clientes. True story.,-1
"Atendimento MUITO lento. Ficamos uns 40 min entre processo de receber cardápio e alguém anotar pedido. Fora tempo pela espera do prato. A comida é sem graça, não volto mais!",-1
"Serviço inferior a de seus concorrentes. A casa não estava cheia e os garçons demoravam demais para trazer bebidas. Carnes boas, apesar de menor variedade que Fogo de Chão e Barbacoa.",-1
"Qd vim ao NB, achei q teria algum diferencial, como menu degustação. Infelizmente, não passa de um rodízio ruim. Atendimento ruim, carne bem mais ou menos. No geral, sofrível. Prefira o El Tranvia.",-1
